,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Origem,Matrícula,Valor Fixo,Série
4896,2015,Classe 1,Gasolina,Usados,8045691215,Opel,75 cv,40 000 km,Utilitário,Manual,Nacional,,,
4897,2000,,Diesel,Usados,8075549884,BMW,136 cv,300 000 km,Sedan,Manual,Nacional,,Sim,Série 3
4898,1962,Classe 1,Diesel,Usados,8065633488,Mercedes-Benz,32 cv,52 500 km,Sedan,Manual,Nacional,,,
4899,2006,Classe 1,Gasolina,Usados,8075551297,Hyundai,75 cv,124 000 km,Citadino,Manual,,,,
4900,2017,Classe 1,Híbrido (Gasolina),Usados,8075750164,BMW,252 cv,42 000 km,Sedan,Automática,Nacional,,Sim,Série 5
4901,2006,,Gasolina,Usados,8000592878,Citroën,60 cv,61 000 km,Pequeno citadino,Manual,Nacional,,,
4902,2015,,Diesel,Usados,8007428610,Nissan,110 cv,44 400 km,Utilitário,Manual,Nacional,,,
4903,2011,Classe 1,Diesel,Usados,8049679449,Audi,136 cv,209 000 km,Carrinha,Manual,Importado,,,
4904,2016,,Gasolina,Usados,8037186345,Opel,115 cv,18 000 km,Citadino,Manual,Nacional,,,
4905,2019,,Gasolina,Usados,8074359010,Citroën,82 cv,13 652 km,Sedan,Manual,Nacional,26-XL-06,Sim,
4906,2015,,Gasolina,Usados,8001254132,Citroën,68 cv,10 000 km,Pequeno citadino,Manual,Nacional,,,
4907,2015,,Diesel,Usados,8074309965,Peugeot,120 cv,150 000 km,Carrinha,,,,,
4908,2005,Classe 1,Diesel,Usados,8068699170,Fiat,75 cv,238 000 km,Citadino,Manual,Nacional,,,
4909,2011,Classe 1,Diesel,Usados,8075550026,Peugeot,110 cv,169 960 km,Carrinha,Manual,Nacional,84-LF-57,,
4910,2017,Classe 1,Híbrido (Gasolina),Usados,8075750164,BMW,252 cv,42 000 km,Sedan,Automática,Nacional,,Sim,Série 5
4911,2016,,Diesel,Usados,8067813809,Peugeot,120 cv,175 950 km,Carrinha,Manual,,,,
4912,2015,,Diesel,Usados,8067597744,Opel,95 cv,98 900 km,Citadino,Manual,,,,
4913,2018,,Diesel,Usados,8041269371,Mercedes-Benz,340 cv,9 080 km,Coupé,Automática,Nacional,,,Classe CLS
4914,2020,,Gasolina,Usados,8075549851,Mercedes-Benz,421 cv,10 km,Utilitário,Automática,Nacional,02-ZU-52,Sim,Classe A
4915,2004,Classe 1,Gasolina,Usados,8045690959,Citroën,60 cv,186 000 km,Citadino,Manual,Nacional,,,
4916,2015,,Diesel,Usados,8074309965,Peugeot,120 cv,150 000 km,Carrinha,,,,,
4917,2007,Classe 1,Gasolina,Usados,8044718175,Citroën,60 cv,123 000 km,Citadino,Manual,Nacional,,,
4918,2019,,Diesel,Usados,8043961506,Audi,150 cv,19 567 km,Carrinha,Automática,Nacional,26-XA-30,Sim,
4919,2004,,Gasolina,Usados,8000301582,VW,90 cv,161 000 km,Utilitário,Manual,Nacional,,,
4920,2019,,Diesel,Usados,8075549818,Mercedes-Benz,116 cv,25 000 km,Utilitário,Automática,Nacional,18-XD-87,Sim,Classe A
4921,2015,,Diesel,Usados,8075549803,Peugeot,120 cv,25 000 km,Utilitário,Automática,Nacional,90-QQ-67,Sim,
4922,2016,Classe 1,Diesel,Usados,8075549087,Citroën,120 cv,145 350 km,Monovolume,Manual,,,,
4923,2010,,Diesel,Usados,8065870997,Volvo,175 cv,75 000 km,SUV / TT,Manual,Nacional,,,
4924,2018,Classe 1,Diesel,Usados,8072101819,Jaguar,150 cv,31 666 km,SUV / TT,Manual,Importado,,Sim,
4925,2018,Classe 1,Diesel,Usados,8074307266,Opel,99 cv,42 651 km,SUV / TT,Manual,Nacional,,,
4926,2016,Classe 1,Diesel,Usados,8063371862,Renault,110 cv,108 000 km,Carrinha,Manual,Importado,,,
4927,2010,Classe 1,Diesel,Usados,8075548752,Ford,109 cv,94 697 km,Carrinha,Manual,Nacional,,,
4928,2005,Classe 1,Diesel,Usados,8056505919,Mercedes-Benz,170 cv,160 000 km,Coupé,Automática,Nacional,,,Classe CLK
4929,2007,,Diesel,Usados,8060449173,Mercedes-Benz,150 cv,400 000 km,Coupé,Manual,Nacional,,,Classe C
4930,2019,,Diesel,Usados,8075549789,BMW,163 cv,10 800 km,Carrinha,Semi-automática,Nacional,90-XU-50,Sim,Série 3
4931,2016,Classe 1,Diesel,Usados,8075549662,Citroën,120 cv,131 600 km,Monovolume,Automática,,,,
4932,2018,,Diesel,Usados,8069545452,Renault,110 cv,48 365 km,Carrinha,Manual,Nacional,15-UP-96,Sim,
4933,2015,,Diesel,Usados,8068142220,VW,150 cv,106 634 km,Sedan,Automática,,45QJ66,Sim,
4934,2005,Classe 1,Diesel,Usados,8056505919,Mercedes-Benz,170 cv,160 000 km,Coupé,Automática,Nacional,,,Classe CLK
4935,2018,Classe 1,Diesel,Usados,8074307266,Opel,99 cv,42 651 km,SUV / TT,Manual,Nacional,,,
4936,2017,,Gasolina,Usados,8069545464,Fiat,69 cv,67 363 km,Pequeno citadino,Manual,Nacional,84-SP-55,Sim,
4937,2019,Classe 1,Gasolina,Usados,8074236889,Smart,90 cv,1 274 km,Citadino,Automática,Nacional,,,
4938,2019,,Diesel,Usados,8075549757,BMW,116 cv,7 528 km,Utilitário,Automática,Nacional,93-XD-77,Sim,Série 1
4939,2011,,Diesel,Usados,8069545418,Peugeot,112 cv,118 223 km,Carrinha,Manual,Nacional,31-LH-63,Sim,
4940,2008,,Diesel,Usados,8074046409,BMW,177 cv,97 000 km,Carrinha,Manual,,,,Série 5
4941,2004,Classe 1,Gasolina,Usados,8075548960,VW,65 cv,195 000 km,Citadino,Manual,Nacional,,Sim,
4942,2020,,Diesel,Usados,8075549855,Mercedes-Benz,116 cv,2 500 km,Utilitário,Automática,Nacional,16-ZT-10,Sim,Classe A
4943,2019,,Diesel,Usados,8075549816,Mercedes-Benz,116 cv,27 500 km,Utilitário,Automática,Nacional,41-XE-14,Sim,Classe A
4944,2015,Classe 1,Gasolina,Usados,8055658634,Porsche,370 cv,66 000 km,Cabrio,Automática,,,Sim,911 (Todos)
4945,2019,,Diesel,Usados,8075549839,Mercedes-Benz,116 cv,27 500 km,Utilitário,Automática,Nacional,10-XI-66,Sim,Classe A
4946,2015,Classe 1,Diesel,Usados,8074401031,BMW,190 cv,118 400 km,Utilitário,Automática,Nacional,,,Série 4
4947,2000,,Diesel,Usados,8075549442,BMW,136 cv,400 000 km,Sedan,Manual,Nacional,,Sim,Série 3
4948,2018,,Gasolina,Usados,8074237870,Peugeot,72 cv,25 306 km,Pequeno citadino,Manual,,72-UX-67,Sim,
4949,2019,,Diesel,Usados,8075549812,Mercedes-Benz,116 cv,21 000 km,Utilitário,Automática,Nacional,24-XH-65,Sim,Classe A
4950,2016,,Diesel,Usados,8064353152,Renault,90 cv,160 000 km,Carrinha,Manual,,,,
4951,2018,,Diesel,Usados,8049878732,Citroën,130 cv,27 701 km,SUV / TT,Manual,,41-VD-16,Sim,
4952,2015,,Diesel,Usados,8074236512,Mercedes-Benz,136 cv,149 000 km,Coupé,Manual,,,,Classe CLA
4953,2018,,Diesel,Usados,8069545518,Renault,110 cv,23 480 km,SUV / TT,Manual,Nacional,25-VH-64,Sim,
4954,2018,,Gasolina,Usados,8074237895,Smart,90 cv,6 519 km,Cabrio,Manual,,80-UR-48,Sim,
4955,2015,,Diesel,Usados,8068142220,VW,150 cv,106 634 km,Sedan,Automática,,45QJ66,Sim,
4956,2013,Classe 1,Diesel,Usados,8073817980,Audi,143 cv,99 000 km,Carrinha,Manual,,,,
4957,2015,Classe 1,Diesel,Usados,8074401031,BMW,190 cv,118 400 km,Utilitário,Automática,Nacional,,,Série 4
4958,2017,,Gasolina,Usados,8074237589,Peugeot,130 cv,28 066 km,SUV / TT,Manual,,32-TA-95,Sim,
4959,2014,Classe 1,Diesel,Usados,8052534854,Peugeot,120 cv,148 140 km,Utilitário,Manual,Importado,,,
4960,2015,,Diesel,Usados,8045122644,Jaguar,275 cv,30 000 km,Sedan,Automática,Nacional,,Sim,
4961,2013,Classe 1,Gasolina,Usados,8052534026,Nissan,550 cv,28 596 km,Coupé,Automática,,,,
4962,2017,,Gasolina,Usados,8067810806,Peugeot,82 cv,52 800 km,Pequeno citadino,Manual,,,,
4963,2015,,Diesel,Usados,8061824084,Renault,90 cv,140 000 km,Carrinha,Manual,,,Sim,
4964,2014,Classe 1,Diesel,Usados,8052466632,Mercedes-Benz,204 cv,120 550 km,Carrinha,Automática,,,,Classe CLS
4965,2008,Classe 1,Diesel,Usados,8052466127,Mercedes-Benz,224 cv,214 441 km,Carrinha,Automática,Importado,,,Classe C
4966,2013,Classe 1,Diesel,Usados,8052467937,Mercedes-Benz,136 cv,200 000 km,Sedan,Automática,Importado,,,Classe E
4967,2013,Classe 1,Diesel,Usados,8000578294,Mercedes-Benz,170 cv,109 673 km,Coupé,Automática,,,Sim,Classe CLA
4968,2015,,Diesel,Usados,8075641336,VW,110 cv,192 000 km,Carrinha,,,,,
4969,2005,Classe 1,Diesel,Usados,8056505919,Mercedes-Benz,170 cv,160 000 km,Coupé,Automática,Nacional,,,Classe CLK
4970,2013,Classe 1,Diesel,Usados,8037512436,VW,184 cv,140 000 km,Utilitário,Manual,Importado,,Sim,
4971,2017,Classe 1,Diesel,Usados,8059096565,Toyota,90 cv,35 000 km,Citadino,Manual,Nacional,,,
4972,2014,Classe 1,Diesel,Usados,8061334454,Peugeot,120 cv,134 000 km,Utilitário,Manual,Importado,,,
4973,2013,Classe 1,Diesel,Usados,8000578294,Mercedes-Benz,170 cv,109 673 km,Coupé,Automática,,,Sim,Classe CLA
4974,2017,,Eléctrico,Usados,8059919661,Nissan,109 cv,14 900 km,Utilitário,,,,,
4975,2013,,Diesel,Usados,8060734977,Porsche,245 cv,134 000 km,SUV / TT,Automática,,,,
4976,2015,,Diesel,Usados,8072919316,Mercedes-Benz,170 cv,139 000 km,Carrinha,Automática,,,,Classe C
4977,2011,Classe 1,Diesel,Usados,8063369655,Peugeot,112 cv,200 000 km,Carrinha,Manual,Nacional,,,
4978,2006,,Diesel,Usados,8075547167,Smart,41 cv,95 000 km,Pequeno citadino,Automática,,,Sim,
4979,2014,Classe 1,Diesel,Usados,8052533353,MINI,112 cv,124 903 km,Coupé,Manual,,,,
4980,2015,,Diesel,Usados,8075641336,VW,110 cv,192 000 km,Carrinha,,,,,
4981,2017,Classe 1,Diesel,Usados,8072259951,Infiniti,109 cv,13 000 km,SUV / TT,Manual,,,,
4982,2019,,Gasolina,Usados,8069949335,Fiat,69 cv,7 100 km,Cabrio,Manual,,,,
4983,1997,Classe 1,Gasolina,Usados,8075547463,Honda,90 cv,179 000 km,Citadino,Manual,Nacional,,,
4984,2012,Classe 1,Diesel,Usados,8052471024,MINI,143 cv,168 950 km,Cabrio,Manual,Importado,,,
4985,2015,Classe 1,Diesel,Usados,8030269059,Mercedes-Benz,170 cv,42 000 km,Carrinha,Automática,Importado,,,Classe C
4986,2011,Classe 1,Diesel,Usados,8075548601,Mercedes-Benz,109 cv,140 350 km,Utilitário,Manual,Nacional,31-MN-66,,Classe B
4987,2014,Classe 1,Diesel,Usados,8052462843,BMW,184 cv,183 890 km,Utilitário,Automática,,,,Série 1
4988,2010,Classe 1,Diesel,Usados,8052468369,Mercedes-Benz,204 cv,175 912 km,Cabrio,Automática,Nacional,,,Classe E
4989,2012,Classe 1,Diesel,Usados,8074045521,VW,170 cv,190 000 km,Monovolume,Automática,,,,
4990,2005,Classe 1,Diesel,Usados,8056505919,Mercedes-Benz,170 cv,160 000 km,Coupé,Automática,Nacional,,,Classe CLK
4991,2010,Classe 1,Diesel,Usados,8052463370,BMW,306 cv,326 200 km,Sedan,Automática,Nacional,,,Série 7
4992,2019,Classe 1,Gasolina,Usados,8072015131,Ford,120 cv,8 000 km,SUV / TT,Manual,,,,
4993,2009,Classe 1,Gasolina,Usados,8075547923,Audi,160 cv,111 200 km,Coupé,Manual,,,,
4994,2008,,Diesel,Usados,8052463571,BMW,286 cv,274 788 km,SUV / TT,Automática,Nacional,,,Série X
4995,2017,Classe 1,Diesel,Usados,8059096565,Toyota,90 cv,35 000 km,Citadino,Manual,Nacional,,,
4996,2011,,Diesel,Usados,8059286267,Mercedes-Benz,204 cv,156 000 km,Sedan,Automática,Nacional,,Sim,Classe CLS
4997,2005,Classe 1,Diesel,Usados,8072972575,Audi,140 cv,220 000 km,Citadino,Manual,Nacional,,,
4998,2001,Classe 1,Diesel,Usados,8075126547,Audi,130 cv,273 000 km,Sedan,Manual,,,,
4999,2013,Classe 1,Diesel,Usados,8052465295,Fiat,95 cv,83 384 km,Pequeno citadino,Manual,Importado,,,
5000,2018,,Diesel,Usados,8074236027,Fiat,120 cv,49 381 km,Monovolume,Manual,,74-UP-21,Sim,
5001,2018,,Diesel,Usados,8074236192,Jeep,120 cv,37 695 km,SUV / TT,Manual,,98-UV-14,Sim,
5002,2019,,Gasolina,Usados,8074359010,Citroën,82 cv,13 652 km,Sedan,Manual,Nacional,26-XL-06,Sim,
5003,2010,,Gasolina,Usados,8072349390,Ford,82 cv,99 569 km,Citadino,Manual,Nacional,33-LA-02,Sim,
5004,2019,,Gasolina,Usados,8057645803,Ford,125 cv,1 987 km,Citadino,Manual,,93-XC-30,Sim,
5005,2018,Classe 1,Híbrido (Gasolina),Usados,8053782018,Mercedes-Benz,295 cv,60 000 km,Carrinha,Automática,Importado,,,Classe C
5006,2018,,Gasolina,Usados,8057646541,Hyundai,84 cv,26 231 km,Citadino,Manual,,52-UL-97,Sim,
5007,2006,Classe 1,Diesel,Usados,8063713764,Toyota,136 cv,325 000 km,SUV / TT,Manual,,,,
5008,2014,,Diesel,Usados,8054925562,Opel,136 cv,157 839 km,Carrinha,Manual,Nacional,59-OT-67,,
5009,2018,Classe 1,Diesel,Usados,8052739028,Volvo,200 cv,22 000 km,Sedan,Automática,Nacional,39-UU-03,,
5010,2018,,Gasolina,Usados,8057646443,Abarth,145 cv,19 834 km,Cabrio,Manual,,32-UJ-26,Sim,
5011,2017,,Diesel,Usados,8072349413,MINI,116 cv,52 924 km,Carrinha,Manual,Nacional,80-TE-99,Sim,
5012,2018,Classe 1,Diesel,Usados,8065064183,Opel,110 cv,39 000 km,Carrinha,Manual,Nacional,61-UF-30,,
5013,2015,,Diesel,Usados,8057643556,Audi,90 cv,80 665 km,Citadino,Manual,,96-PR-18,Sim,
5014,2018,,Gasolina,Usados,8057793245,Opel,105 cv,15 152 km,Utilitário,Manual,,24-UM-96,Sim,
5015,2018,,Gasolina,Usados,8057645284,Skoda,95 cv,22 694 km,Citadino,Manual,,75-VA-93,Sim,
5016,2018,Classe 1,Diesel,Usados,8065064183,Opel,110 cv,39 000 km,Carrinha,Manual,Nacional,61-UF-30,,
5017,2014,,Gasolina,Usados,8072349398,Peugeot,82 cv,92 138 km,SUV / TT,Manual,Nacional,23-PI-90,Sim,
5018,2016,Classe 1,Diesel,Usados,8058660950,VW,150 cv,50 000 km,Utilitário,Automática,,,,
5019,2018,Classe 1,Gasolina,Usados,8057795552,Peugeot,82 cv,15 970 km,Citadino,Manual,Nacional,23-UJ-67,,
5020,2015,,Diesel,Usados,8072349378,Peugeot,120 cv,144 435 km,Carrinha,Manual,Nacional,46-QH-62,Sim,
5021,2012,Classe 1,Diesel,Usados,8052651957,Alfa Romeo,140 cv,183 000 km,Utilitário,Manual,Nacional,00-00-00,Sim,
5022,2008,Classe 1,Diesel,Usados,8075546403,Mitsubishi,140 cv,175 000 km,SUV / TT,Manual,Nacional,,Sim,
5023,2018,Classe 1,Diesel,Usados,8066567011,VW,150 cv,23 643 km,Carrinha,Automática,,,,
5024,2018,Classe 1,Diesel,Usados,8066567011,VW,150 cv,23 643 km,Carrinha,Automática,,,,
5025,2018,,Diesel,Usados,8057645873,Audi,116 cv,41 775 km,Utilitário,Manual,,60-UD-96,Sim,
5026,2013,,Diesel,Usados,8071026325,Kia,128 cv,49 041 km,Utilitário,Manual,Nacional,95-NV-57,Sim,
5027,2018,,Diesel,Usados,8057643102,Audi,190 cv,20 257 km,Carrinha,Automática,,91-UF-67,Sim,
5028,2017,,Diesel,Usados,8057644244,Fiat,120 cv,43 212 km,Citadino,Manual,,73-ST-44,Sim,
5029,2016,,Diesel,Usados,8057645943,Mazda,175 cv,75 112 km,SUV / TT,Automática,,73-RL-05,Sim,
5030,2019,,Gasolina,Usados,8074359010,Citroën,82 cv,13 652 km,Sedan,Manual,Nacional,26-XL-06,Sim,
5031,2018,,Gasolina,Usados,8057644362,Opel,105 cv,23 662 km,Carrinha,Manual,,39-UE-59,Sim,
5032,2016,Classe 1,Diesel,Usados,8057793987,Opel,110 cv,87 093 km,Utilitário,Manual,Nacional,39-RJ-96,Sim,
5033,2013,,Diesel,Usados,8063768220,VW,105 cv,144 000 km,Utilitário,Manual,,,,
5034,2017,,Diesel,Usados,8074235962,Fiat,95 cv,84 308 km,Citadino,Manual,,25-TB-67,Sim,
5035,2017,,Gasolina,Usados,8057793070,Citroën,68 cv,34 470 km,Pequeno citadino,Manual,Nacional,60-SO-54,,
5036,2018,,Gasolina,Usados,8057646430,Abarth,170 cv,23 670 km,Cabrio,Manual,,19-UM-35,Sim,
5037,2018,Classe 1,Híbrido (Gasolina),Usados,8053782018,Mercedes-Benz,295 cv,60 000 km,Carrinha,Automática,Importado,,,Classe C
5038,2018,Classe 1,Gasolina,Usados,8051439835,Fiat,70 cv,41 000 km,Citadino,Manual,Nacional,,Sim,
5039,2019,Classe 1,Gasolina,Usados,8056388536,Volvo,253 cv,15 700 km,Sedan,Automática,Nacional,98-XN-10,Sim,
5040,2012,Classe 1,Diesel,Usados,8052651957,Alfa Romeo,140 cv,183 000 km,Utilitário,Manual,Nacional,00-00-00,Sim,
5041,2005,,Diesel,Usados,8074218976,Opel,100 cv,274 400 km,Monovolume,Manual,Nacional,,,
5042,2018,Classe 1,Diesel,Usados,8052739028,Volvo,200 cv,22 000 km,Sedan,Automática,Nacional,39-UU-03,,
5043,2016,,Diesel,Usados,8074223017,Audi,190 cv,165 000 km,Coupé,,,,,
5044,2014,Classe 1,Diesel,Usados,8075683640,Renault,90 cv,190 000 km,Carrinha,Manual,Importado,,,
5045,2014,Classe 1,Híbrido (Gasolina),Usados,8052104328,Porsche,416 cv,91 000 km,Sedan,Automática,,,,
5046,2014,,Diesel,Usados,8054919746,MINI,112 cv,170 000 km,Utilitário,Manual,,77-XS-69,Sim,
5047,2017,,Diesel,Usados,8047576581,BMW,116 cv,34 916 km,Utilitário,Manual,Nacional,58-SS-95,Sim,Série 1
5048,2005,,Gasolina,Usados,8075521650,Opel,90 cv,220 000 km,Utilitário,Manual,Nacional,,,
5049,2019,,Gasolina,Usados,8057645803,Ford,125 cv,1 987 km,Citadino,Manual,,93-XC-30,Sim,
5050,2019,,Gasolina,Usados,8075546577,Mitsubishi,117 cv,20 467 km,SUV / TT,Manual,,57-XE-66,Sim,
5051,2015,,Diesel,Usados,8074222762,Mercedes-Benz,109 cv,150 000 km,Coupé,,,,,Classe CLA
5052,2018,,Diesel,Usados,8075546761,Peugeot,75 cv,24 015 km,Citadino,Manual,,49-UL-45,Sim,
5053,2014,,Diesel,Usados,8074222906,Audi,110 cv,140 000 km,Sedan,,,,,
5054,2015,,Diesel,Usados,8057643564,VW,150 cv,104 781 km,Carrinha,Manual,,15-PX-96,Sim,
5055,2014,Classe 1,Diesel,Usados,8075683640,Renault,90 cv,190 000 km,Carrinha,Manual,Importado,,,
5056,2016,Classe 1,Diesel,Usados,8053878110,BMW,163 cv,167 895 km,Carrinha,Automática,,54-XV-51,Sim,Série 3
5057,2014,,Diesel,Usados,8054919746,MINI,112 cv,170 000 km,Utilitário,Manual,,77-XS-69,Sim,
5058,2015,Classe 1,Diesel,Usados,8070502616,Peugeot,120 cv,98 000 km,Carrinha,Automática,,,Sim,
5059,2018,,Diesel,Usados,8057643108,Ford,120 cv,12 330 km,Utilitário,Manual,,59-VO-53,Sim,
5060,2013,Classe 1,Híbrido (Diesel),Usados,8048973118,Peugeot,163 cv,129 995 km,SUV / TT,Automática,,50-TO-56,,
5061,2009,Classe 1,Diesel,Usados,8054867111,MINI,109 cv,186 000 km,Carrinha,Manual,,00-00-00,Sim,
5062,2016,Classe 1,Diesel,Usados,8048976560,BMW,116 cv,122 867 km,Monovolume,Manual,,03-VH-06,Sim,Série 2
5063,2015,,Diesel,Usados,8048978533,Jaguar,163 cv,169 880 km,Sedan,Automática,,,Sim,
5064,2017,,Diesel,Usados,8051660600,BMW,190 cv,39 309 km,Carrinha,Automática,Nacional,,Sim,Série 3
5065,2008,,Diesel,Usados,8069324979,BMW,143 cv,212 000 km,Carrinha,,,,Sim,Série 3
5066,2005,,Diesel,Usados,8075546479,Fiat,70 cv,131 000 km,Utilitário,,Nacional,,Sim,
5067,2019,,Gasolina,Usados,8074235755,Fiat,69 cv,15 428 km,Pequeno citadino,Manual,,24-XP-54,Sim,
5068,2018,,Gasolina,Usados,8057646430,Abarth,170 cv,23 670 km,Cabrio,Manual,,19-UM-35,Sim,
5069,2016,,Diesel,Usados,8057645943,Mazda,175 cv,75 112 km,SUV / TT,Automática,,73-RL-05,Sim,
5070,2011,Classe 1,Diesel,Usados,8073050833,BMW,143 cv,197 000 km,Carrinha,Manual,,,,Série 3
5071,2018,,Diesel,Usados,8075546406,Renault,130 cv,21 256 km,Carrinha,Manual,,71-VA-67,Sim,
5072,2004,Classe 1,Diesel,Usados,8036137538,SEAT,130 cv,242 000 km,Monovolume,Manual,Nacional,00-00-00,Sim,
5073,2016,Classe 1,Diesel,Usados,8048974733,Peugeot,120 cv,151 547 km,SUV / TT,Automática,,91-VA-49,,
5074,2007,Classe 1,Diesel,Usados,8075546695,Ford,109 cv,142 200 km,Monovolume,Manual,Nacional,,,
5075,2016,Classe 1,Diesel,Usados,8053878110,BMW,163 cv,167 895 km,Carrinha,Automática,,54-XV-51,Sim,Série 3
5076,2008,Classe 1,Diesel,Usados,8048978678,Toyota,120 cv,120 000 km,SUV / TT,Manual,Nacional,,,
5077,2017,,Diesel,Usados,8051660600,BMW,190 cv,39 309 km,Carrinha,Automática,Nacional,,Sim,Série 3
5078,2019,,Gasolina,Usados,8075546384,Citroën,82 cv,9 483 km,Citadino,Manual,,77-XL-47,Sim,
5079,2011,,Diesel,Usados,8020282485,Peugeot,92 cv,103 000 km,Utilitário,Manual,Nacional,,,
5080,2018,,Diesel,Usados,8075546406,Renault,130 cv,21 256 km,Carrinha,Manual,,71-VA-67,Sim,
5081,2018,,Diesel,Usados,8066283135,Mercedes-Benz,194 cv,16 297 km,Carrinha,Automática,,80-VR-10,Sim,Classe E
5082,2015,,Diesel,Usados,8074222762,Mercedes-Benz,109 cv,150 000 km,Coupé,,,,,Classe CLA
5083,2006,Classe 1,Híbrido (Gasolina),Usados,8075545512,Toyota,77 cv,195 000 km,Sedan,Automática,Nacional,93-BX-84,,
5084,2011,Classe 1,Diesel,Usados,8075448204,VW,105 cv,217 300 km,Carrinha,Manual,,,,
5085,2004,Classe 1,Diesel,Usados,8060650071,Renault,82 cv,148 000 km,Citadino,Manual,Nacional,00-00-00,Sim,
5086,2017,,Diesel,Usados,8073050567,Citroën,100 cv,46 500 km,Utilitário,Manual,,70-SI-31,Sim,
5087,2017,,Diesel,Usados,8058946590,Mercedes-Benz,163 cv,62 700 km,Monovolume,Automática,Nacional,,,Classe V
5088,2002,Classe 1,GPL,Usados,8075545330,Nissan,115 cv,249 876 km,Sedan,Manual,Nacional,,,
5089,2015,Classe 1,Diesel,Usados,8075742307,BMW,116 cv,92 km,Utilitário,Manual,Importado,08-US-52,Sim,Série 1
5090,2018,Classe 1,Diesel,Usados,8075546026,Peugeot,100 cv,94 000 km,Carrinha,Manual,Nacional,83-UN-46,Sim,
5091,2015,Classe 1,Diesel,Usados,8075742307,BMW,116 cv,92 km,Utilitário,Manual,Importado,08-US-52,Sim,Série 1
5092,2009,Classe 1,Diesel,Usados,8075546101,BMW,177 cv,162 000 km,Utilitário,Manual,Nacional,,Sim,Série 1
5093,2011,Classe 1,Diesel,Usados,8073050833,BMW,143 cv,197 000 km,Carrinha,Manual,,,,Série 3
5094,2019,,Diesel,Usados,8051596547,BMW,190 cv,17 795 km,Sedan,Semi-automática,Nacional,89-XE-73,Sim,Série 3
5095,2015,,Diesel,Usados,8068142220,VW,150 cv,106 634 km,Sedan,Automática,,45QJ66,Sim,
5096,2019,,Gasolina,Usados,8073051638,Fiat,69 cv,18 405 km,Cabrio,Manual,,90-XC-81,Sim,
5097,2018,,Diesel,Usados,8073273792,Audi,150 cv,34 494 km,Sedan,Manual,,47UL44,Sim,
5098,2019,,Gasolina,Usados,8074235755,Fiat,69 cv,15 428 km,Pequeno citadino,Manual,,24-XP-54,Sim,
5099,2019,,Diesel,Usados,8051596547,BMW,190 cv,17 795 km,Sedan,Semi-automática,Nacional,89-XE-73,Sim,Série 3
5100,2018,,Diesel,Usados,8058961941,Citroën,102 cv,4 524 km,Citadino,Manual,,39-VJ-82,Sim,
5101,2017,,Diesel,Usados,8058958619,Volvo,120 cv,29 210 km,Utilitário,Automática,,24-ST-21,Sim,
5102,2000,Classe 1,Gasolina,Usados,8075528158,Renault,60 cv,200 000 km,Citadino,Manual,Nacional,,,
5103,2019,,Gasolina,Usados,8075546384,Citroën,82 cv,9 483 km,Citadino,Manual,,77-XL-47,Sim,
5104,2015,Classe 1,Diesel,Usados,8049243312,Mercedes-Benz,170 cv,129 000 km,Carrinha,Automática,,,,Classe CLS
5105,2018,,Diesel,Usados,8060687835,Kia,141 cv,17 657 km,Carrinha,Manual,,65-UF-12,Sim,
5106,2014,,Diesel,Usados,8075545652,SEAT,110 cv,169 000 km,Carrinha,Manual,Nacional,,,
5107,2017,Classe 1,Diesel,Usados,8060685284,Audi,150 cv,28 870 km,Carrinha,Manual,Nacional,,Sim,
5108,2017,,Diesel,Usados,8075545615,Peugeot,75 cv,52 334 km,Citadino,Manual,,19-SX-93,Sim,
5109,2015,,Diesel,Usados,8068142220,VW,150 cv,106 634 km,Sedan,Automática,,45QJ66,Sim,
5110,2016,,Diesel,Usados,8074223017,Audi,190 cv,165 000 km,Coupé,,,,,
5111,2016,,Diesel,Usados,8074235317,Kia,136 cv,33 564 km,Citadino,Manual,,32-QU-35,Sim,
5112,2018,,Diesel,Usados,8060687783,Audi,116 cv,33 030 km,Utilitário,Manual,,61-UD-68,Sim,
5113,2019,Classe 1,Diesel,Usados,8058948790,Volvo,190 cv,5 000 km,Carrinha,Automática,Nacional,,Sim,
5114,2014,,Diesel,Usados,8074222906,Audi,110 cv,140 000 km,Sedan,,,,,
5115,2018,,Diesel,Usados,8073273792,Audi,150 cv,34 494 km,Sedan,Manual,,47UL44,Sim,
5116,2010,,Gasolina,Usados,8067807901,Mercedes-Benz,183 cv,93 960 km,Cabrio,Automática,,,,Classe SLK
5117,2017,,Diesel,Usados,8058962235,BMW,116 cv,61 300 km,Citadino,Automática,,96-SO-83,Sim,Série 1
5118,2018,,Gasolina,Usados,8073051445,Ford,125 cv,27 829 km,Citadino,Manual,,98-UJ-65,Sim,
5119,2005,,Diesel,Usados,8075546479,Fiat,70 cv,131 000 km,Utilitário,,Nacional,,Sim,
5120,2007,Classe 1,Diesel,Usados,8075736744,Mercedes-Benz,109 cv,212 000 km,Monovolume,Automática,Importado,,,Classe A
5121,2015,,Diesel,Usados,8075543503,Peugeot,150 cv,140 000 km,Monovolume,Manual,,,,
5122,2015,Classe 1,Diesel,Usados,8049243312,Mercedes-Benz,170 cv,129 000 km,Carrinha,Automática,,,,Classe CLS
